HR,timeUnix,SUBJ_ID
73.95,1631540132.0,2212
73.87,1631540133.0,2212
73.78,1631540134.0,2212
73.7,1631540135.0,2212
73.63,1631540136.0,2212
73.62,1631540137.0,2212
73.62,1631540138.0,2212
73.62,1631540139.0,2212
73.6,1631540140.0,2212
73.6,1631540141.0,2212
73.58,1631540142.0,2212
73.57,1631540143.0,2212
73.55,1631540144.0,2212
73.53,1631540145.0,2212
73.5,1631540146.0,2212
73.42,1631540147.0,2212
73.35,1631540148.0,2212
73.27,1631540149.0,2212
73.22,1631540150.0,2212
73.2,1631540151.0,2212
73.23,1631540152.0,2212
73.28,1631540153.0,2212
73.32,1631540154.0,2212
73.47,1631540155.0,2212
73.6,1631540156.0,2212
73.7,1631540157.0,2212
73.78,1631540158.0,2212
73.78,1631540159.0,2212
73.75,1631540160.0,2212
73.68,1631540161.0,2212
73.58,1631540162.0,2212
73.47,1631540163.0,2212
73.33,1631540164.0,2212
73.17,1631540165.0,2212
72.98,1631540166.0,2212
72.82,1631540167.0,2212
72.63,1631540168.0,2212
72.43,1631540169.0,2212
72.25,1631540170.0,2212
72.08,1631540171.0,2212
71.93,1631540172.0,2212
71.78,1631540173.0,2212
71.67,1631540174.0,2212
71.53,1631540175.0,2212
71.43,1631540176.0,2212
71.37,1631540177.0,2212
71.28,1631540178.0,2212
71.2,1631540179.0,2212
71.1,1631540180.0,2212
70.98,1631540181.0,2212
70.85,1631540182.0,2212
70.72,1631540183.0,2212
70.58,1631540184.0,2212
70.45,1631540185.0,2212
70.33,1631540186.0,2212
70.25,1631540187.0,2212
70.18,1631540188.0,2212
70.15,1631540189.0,2212
70.15,1631540190.0,2212
70.17,1631540191.0,2212
70.18,1631540192.0,2212
70.23,1631540193.0,2212
70.32,1631540194.0,2212
70.42,1631540195.0,2212
70.5,1631540196.0,2212
70.52,1631540197.0,2212
70.52,1631540198.0,2212
70.5,1631540199.0,2212
70.48,1631540200.0,2212
70.45,1631540201.0,2212
70.42,1631540202.0,2212
70.35,1631540203.0,2212
70.28,1631540204.0,2212
70.22,1631540205.0,2212
70.15,1631540206.0,2212
70.13,1631540207.0,2212
70.12,1631540208.0,2212
70.12,1631540209.0,2212
70.1,1631540210.0,2212
70.07,1631540211.0,2212
70.0,1631540212.0,2212
69.93,1631540213.0,2212
69.87,1631540214.0,2212
69.7,1631540215.0,2212
69.57,1631540216.0,2212
69.45,1631540217.0,2212
69.35,1631540218.0,2212
69.32,1631540219.0,2212
69.3,1631540220.0,2212
69.3,1631540221.0,2212
69.33,1631540222.0,2212
69.38,1631540223.0,2212
69.45,1631540224.0,2212
69.53,1631540225.0,2212
69.63,1631540226.0,2212
69.73,1631540227.0,2212
69.85,1631540228.0,2212
69.98,1631540229.0,2212
70.12,1631540230.0,2212
70.25,1631540231.0,2212
70.4,1631540232.0,2212
70.55,1631540233.0,2212
70.72,1631540234.0,2212
70.92,1631540235.0,2212
71.12,1631540236.0,2212
71.32,1631540237.0,2212
71.52,1631540238.0,2212
71.7,1631540239.0,2212
71.88,1631540240.0,2212
72.03,1631540241.0,2212
72.15,1631540242.0,2212
72.25,1631540243.0,2212
72.35,1631540244.0,2212
72.45,1631540245.0,2212
72.58,1631540246.0,2212
72.72,1631540247.0,2212
72.87,1631540248.0,2212
73.02,1631540249.0,2212
73.18,1631540250.0,2212
73.35,1631540251.0,2212
73.52,1631540252.0,2212
73.68,1631540253.0,2212
73.82,1631540254.0,2212
73.93,1631540255.0,2212
74.05,1631540256.0,2212
74.18,1631540257.0,2212
74.22,1631540258.0,2212
74.23,1631540259.0,2212
74.23,1631540260.0,2212
74.22,1631540261.0,2212
74.22,1631540262.0,2212
74.23,1631540263.0,2212
74.23,1631540264.0,2212
74.22,1631540265.0,2212
74.17,1631540266.0,2212
74.12,1631540267.0,2212
74.05,1631540268.0,2212
73.98,1631540269.0,2212
73.93,1631540270.0,2212
73.88,1631540271.0,2212
73.85,1631540272.0,2212
73.83,1631540273.0,2212
73.85,1631540274.0,2212
73.87,1631540275.0,2212
73.88,1631540276.0,2212
73.9,1631540277.0,2212
73.92,1631540278.0,2212
73.95,1631540279.0,2212
73.98,1631540280.0,2212
74.0,1631540281.0,2212
74.0,1631540282.0,2212
73.98,1631540283.0,2212
73.97,1631540284.0,2212
73.95,1631540285.0,2212
73.95,1631540286.0,2212
73.93,1631540287.0,2212
73.92,1631540288.0,2212
73.9,1631540289.0,2212
73.88,1631540290.0,2212
73.88,1631540291.0,2212
73.87,1631540292.0,2212
73.85,1631540293.0,2212
73.82,1631540294.0,2212
73.77,1631540295.0,2212
73.7,1631540296.0,2212
73.63,1631540297.0,2212
73.55,1631540298.0,2212
73.48,1631540299.0,2212
73.42,1631540300.0,2212
73.38,1631540301.0,2212
73.37,1631540302.0,2212
73.37,1631540303.0,2212
73.37,1631540304.0,2212
73.38,1631540305.0,2212
73.4,1631540306.0,2212
73.47,1631540307.0,2212
73.52,1631540308.0,2212
73.57,1631540309.0,2212
73.6,1631540310.0,2212
73.63,1631540311.0,2212
73.68,1631540312.0,2212
73.72,1631540313.0,2212
73.77,1631540314.0,2212
73.82,1631540315.0,2212
73.87,1631540316.0,2212
73.93,1631540317.0,2212
74.1,1631540318.0,2212
74.27,1631540319.0,2212
74.45,1631540320.0,2212
74.65,1631540321.0,2212
74.85,1631540322.0,2212
75.03,1631540323.0,2212
75.23,1631540324.0,2212
75.43,1631540325.0,2212
75.65,1631540326.0,2212
75.85,1631540327.0,2212
76.05,1631540328.0,2212
76.23,1631540329.0,2212
76.37,1631540330.0,2212
76.48,1631540331.0,2212
76.57,1631540332.0,2212
76.63,1631540333.0,2212
76.67,1631540334.0,2212
76.68,1631540335.0,2212
76.68,1631540336.0,2212
76.67,1631540337.0,2212
76.65,1631540338.0,2212
76.63,1631540339.0,2212
76.62,1631540340.0,2212
76.62,1631540341.0,2212
76.62,1631540342.0,2212
76.63,1631540343.0,2212
76.65,1631540344.0,2212
76.67,1631540345.0,2212
76.67,1631540346.0,2212
76.67,1631540347.0,2212
76.67,1631540348.0,2212
76.65,1631540349.0,2212
76.63,1631540350.0,2212
76.6,1631540351.0,2212
76.58,1631540352.0,2212
76.57,1631540353.0,2212
76.55,1631540354.0,2212
76.55,1631540355.0,2212
76.58,1631540356.0,2212
76.62,1631540357.0,2212
76.67,1631540358.0,2212
76.7,1631540359.0,2212
76.73,1631540360.0,2212
76.78,1631540361.0,2212
76.85,1631540362.0,2212
76.93,1631540363.0,2212
77.03,1631540364.0,2212
77.12,1631540365.0,2212
77.2,1631540366.0,2212
77.23,1631540367.0,2212
77.28,1631540368.0,2212
77.32,1631540369.0,2212
77.35,1631540370.0,2212
77.4,1631540371.0,2212
77.45,1631540372.0,2212
77.52,1631540373.0,2212
77.57,1631540374.0,2212
77.62,1631540375.0,2212
77.65,1631540376.0,2212
77.67,1631540377.0,2212
77.68,1631540378.0,2212
77.72,1631540379.0,2212
77.73,1631540380.0,2212
77.73,1631540381.0,2212
77.73,1631540382.0,2212
77.73,1631540383.0,2212
77.7,1631540384.0,2212
77.65,1631540385.0,2212
77.6,1631540386.0,2212
77.55,1631540387.0,2212
77.52,1631540388.0,2212
77.52,1631540389.0,2212
77.57,1631540390.0,2212
77.63,1631540391.0,2212
77.73,1631540392.0,2212
77.8,1631540393.0,2212
77.83,1631540394.0,2212
77.83,1631540395.0,2212
77.83,1631540396.0,2212
77.85,1631540397.0,2212
77.85,1631540398.0,2212
77.82,1631540399.0,2212
77.78,1631540400.0,2212
77.75,1631540401.0,2212
77.72,1631540402.0,2212
77.68,1631540403.0,2212
77.68,1631540404.0,2212
77.68,1631540405.0,2212
77.7,1631540406.0,2212
77.73,1631540407.0,2212
77.77,1631540408.0,2212
77.83,1631540409.0,2212
77.9,1631540410.0,2212
77.97,1631540411.0,2212
78.02,1631540412.0,2212
78.07,1631540413.0,2212
78.13,1631540414.0,2212
78.18,1631540415.0,2212
78.2,1631540416.0,2212
78.2,1631540417.0,2212
78.2,1631540418.0,2212
78.23,1631540419.0,2212
78.28,1631540420.0,2212
78.32,1631540421.0,2212
78.35,1631540422.0,2212
78.35,1631540423.0,2212
78.35,1631540424.0,2212
78.37,1631540425.0,2212
78.37,1631540426.0,2212
78.37,1631540427.0,2212
78.35,1631540428.0,2212
78.35,1631540429.0,2212
78.35,1631540430.0,2212
78.32,1631540431.0,2212
78.25,1631540432.0,2212
78.17,1631540433.0,2212
78.07,1631540434.0,2212
77.97,1631540435.0,2212
77.88,1631540436.0,2212
77.8,1631540437.0,2212
77.73,1631540438.0,2212
77.67,1631540439.0,2212
77.62,1631540440.0,2212
77.58,1631540441.0,2212
77.55,1631540442.0,2212
77.55,1631540443.0,2212
71.0,1631547541.0,2213
73.5,1631547542.0,2213
66.33,1631547543.0,2213
70.5,1631547544.0,2213
73.0,1631547545.0,2213
69.0,1631547546.0,2213
69.29,1631547547.0,2213
69.62,1631547548.0,2213
69.78,1631547549.0,2213
69.6,1631547550.0,2213
69.36,1631547551.0,2213
69.17,1631547552.0,2213
69.0,1631547553.0,2213
68.79,1631547554.0,2213
68.6,1631547555.0,2213
68.31,1631547556.0,2213
67.94,1631547557.0,2213
67.61,1631547558.0,2213
67.37,1631547559.0,2213
67.15,1631547560.0,2213
67.05,1631547561.0,2213
66.91,1631547562.0,2213
66.83,1631547563.0,2213
66.83,1631547564.0,2213
66.84,1631547565.0,2213
66.85,1631547566.0,2213
66.85,1631547567.0,2213
66.86,1631547568.0,2213
66.86,1631547569.0,2213
66.87,1631547570.0,2213
66.87,1631547571.0,2213
66.91,1631547572.0,2213
67.0,1631547573.0,2213
67.09,1631547574.0,2213
67.2,1631547575.0,2213
67.31,1631547576.0,2213
67.41,1631547577.0,2213
67.5,1631547578.0,2213
67.59,1631547579.0,2213
67.68,1631547580.0,2213
67.76,1631547581.0,2213
67.83,1631547582.0,2213
67.91,1631547583.0,2213
67.95,1631547584.0,2213
68.0,1631547585.0,2213
67.98,1631547586.0,2213
67.91,1631547587.0,2213
67.92,1631547588.0,2213
67.92,1631547589.0,2213
67.94,1631547590.0,2213
68.0,1631547591.0,2213
68.04,1631547592.0,2213
68.08,1631547593.0,2213
68.09,1631547594.0,2213
68.09,1631547595.0,2213
68.05,1631547596.0,2213
68.02,1631547597.0,2213
67.98,1631547598.0,2213
67.95,1631547599.0,2213
67.87,1631547600.0,2213
67.72,1631547601.0,2213
67.47,1631547602.0,2213
67.62,1631547603.0,2213
67.28,1631547604.0,2213
66.95,1631547605.0,2213
67.18,1631547606.0,2213
67.05,1631547607.0,2213
66.88,1631547608.0,2213
66.73,1631547609.0,2213
66.65,1631547610.0,2213
66.58,1631547611.0,2213
66.53,1631547612.0,2213
66.48,1631547613.0,2213
66.45,1631547614.0,2213
66.43,1631547615.0,2213
66.45,1631547616.0,2213
66.52,1631547617.0,2213
66.58,1631547618.0,2213
66.65,1631547619.0,2213
66.72,1631547620.0,2213
66.75,1631547621.0,2213
66.8,1631547622.0,2213
66.83,1631547623.0,2213
66.85,1631547624.0,2213
66.88,1631547625.0,2213
66.93,1631547626.0,2213
66.98,1631547627.0,2213
67.02,1631547628.0,2213
67.03,1631547629.0,2213
67.05,1631547630.0,2213
67.08,1631547631.0,2213
67.13,1631547632.0,2213
67.17,1631547633.0,2213
67.18,1631547634.0,2213
67.17,1631547635.0,2213
67.13,1631547636.0,2213
67.08,1631547637.0,2213
67.03,1631547638.0,2213
66.98,1631547639.0,2213
66.92,1631547640.0,2213
66.83,1631547641.0,2213
66.75,1631547642.0,2213
66.67,1631547643.0,2213
66.6,1631547644.0,2213
66.55,1631547645.0,2213
66.55,1631547646.0,2213
66.62,1631547647.0,2213
66.65,1631547648.0,2213
66.68,1631547649.0,2213
66.68,1631547650.0,2213
66.63,1631547651.0,2213
66.58,1631547652.0,2213
66.53,1631547653.0,2213
66.5,1631547654.0,2213
66.47,1631547655.0,2213
66.45,1631547656.0,2213
66.43,1631547657.0,2213
66.42,1631547658.0,2213
66.4,1631547659.0,2213
66.45,1631547660.0,2213
66.53,1631547661.0,2213
66.63,1631547662.0,2213
66.75,1631547663.0,2213
66.85,1631547664.0,2213
66.95,1631547665.0,2213
67.05,1631547666.0,2213
67.15,1631547667.0,2213
67.27,1631547668.0,2213
67.38,1631547669.0,2213
67.52,1631547670.0,2213
67.67,1631547671.0,2213
67.8,1631547672.0,2213
67.93,1631547673.0,2213
68.07,1631547674.0,2213
68.2,1631547675.0,2213
68.33,1631547676.0,2213
68.45,1631547677.0,2213
68.57,1631547678.0,2213
68.67,1631547679.0,2213
68.75,1631547680.0,2213
68.82,1631547681.0,2213
68.87,1631547682.0,2213
68.9,1631547683.0,2213
68.92,1631547684.0,2213
68.93,1631547685.0,2213
68.93,1631547686.0,2213
68.93,1631547687.0,2213
68.95,1631547688.0,2213
68.98,1631547689.0,2213
69.07,1631547690.0,2213
69.15,1631547691.0,2213
69.18,1631547692.0,2213
69.2,1631547693.0,2213
69.18,1631547694.0,2213
69.12,1631547695.0,2213
69.08,1631547696.0,2213
69.08,1631547697.0,2213
69.13,1631547698.0,2213
69.25,1631547699.0,2213
69.37,1631547700.0,2213
69.52,1631547701.0,2213
69.6,1631547702.0,2213
69.72,1631547703.0,2213
69.92,1631547704.0,2213
70.1,1631547705.0,2213
70.27,1631547706.0,2213
70.4,1631547707.0,2213
70.53,1631547708.0,2213
70.67,1631547709.0,2213
70.8,1631547710.0,2213
70.93,1631547711.0,2213
71.05,1631547712.0,2213
71.15,1631547713.0,2213
71.23,1631547714.0,2213
71.33,1631547715.0,2213
71.45,1631547716.0,2213
71.55,1631547717.0,2213
71.63,1631547718.0,2213
71.72,1631547719.0,2213
71.77,1631547720.0,2213
71.8,1631547721.0,2213
71.85,1631547722.0,2213
71.88,1631547723.0,2213
71.88,1631547724.0,2213
71.88,1631547725.0,2213
71.87,1631547726.0,2213
71.87,1631547727.0,2213
71.87,1631547728.0,2213
71.85,1631547729.0,2213
71.8,1631547730.0,2213
71.7,1631547731.0,2213
71.6,1631547732.0,2213
71.5,1631547733.0,2213
71.4,1631547734.0,2213
71.28,1631547735.0,2213
71.17,1631547736.0,2213
71.07,1631547737.0,2213
70.97,1631547738.0,2213
70.87,1631547739.0,2213
70.8,1631547740.0,2213
70.77,1631547741.0,2213
70.75,1631547742.0,2213
70.77,1631547743.0,2213
70.78,1631547744.0,2213
70.78,1631547745.0,2213
70.78,1631547746.0,2213
70.78,1631547747.0,2213
70.78,1631547748.0,2213
70.78,1631547749.0,2213
70.75,1631547750.0,2213
70.72,1631547751.0,2213
70.73,1631547752.0,2213
70.77,1631547753.0,2213
70.88,1631547754.0,2213
71.07,1631547755.0,2213
71.25,1631547756.0,2213
71.42,1631547757.0,2213
71.55,1631547758.0,2213
71.62,1631547759.0,2213
71.7,1631547760.0,2213
71.77,1631547761.0,2213
71.88,1631547762.0,2213
71.97,1631547763.0,2213
71.95,1631547764.0,2213
71.93,1631547765.0,2213
71.92,1631547766.0,2213
71.9,1631547767.0,2213
71.87,1631547768.0,2213
71.83,1631547769.0,2213
71.8,1631547770.0,2213
71.77,1631547771.0,2213
71.77,1631547772.0,2213
71.78,1631547773.0,2213
71.82,1631547774.0,2213
71.85,1631547775.0,2213
71.88,1631547776.0,2213
71.93,1631547777.0,2213
72.0,1631547778.0,2213
72.07,1631547779.0,2213
72.13,1631547780.0,2213
72.2,1631547781.0,2213
72.25,1631547782.0,2213
72.3,1631547783.0,2213
72.37,1631547784.0,2213
72.43,1631547785.0,2213
72.5,1631547786.0,2213
72.53,1631547787.0,2213
72.57,1631547788.0,2213
72.6,1631547789.0,2213
72.63,1631547790.0,2213
72.72,1631547791.0,2213
72.78,1631547792.0,2213
72.85,1631547793.0,2213
72.92,1631547794.0,2213
72.98,1631547795.0,2213
73.03,1631547796.0,2213
73.07,1631547797.0,2213
73.12,1631547798.0,2213
73.17,1631547799.0,2213
73.2,1631547800.0,2213
73.23,1631547801.0,2213
73.27,1631547802.0,2213
73.3,1631547803.0,2213
73.33,1631547804.0,2213
73.38,1631547805.0,2213
73.42,1631547806.0,2213
73.45,1631547807.0,2213
73.5,1631547808.0,2213
73.55,1631547809.0,2213
73.6,1631547810.0,2213
73.63,1631547811.0,2213
73.62,1631547812.0,2213
73.57,1631547813.0,2213
73.48,1631547814.0,2213
73.4,1631547815.0,2213
73.32,1631547816.0,2213
73.23,1631547817.0,2213
73.13,1631547818.0,2213
73.03,1631547819.0,2213
72.93,1631547820.0,2213
72.82,1631547821.0,2213
72.7,1631547822.0,2213
72.57,1631547823.0,2213
72.43,1631547824.0,2213
72.3,1631547825.0,2213
72.22,1631547826.0,2213
72.13,1631547827.0,2213
72.05,1631547828.0,2213
71.95,1631547829.0,2213
71.85,1631547830.0,2213
71.75,1631547831.0,2213
71.65,1631547832.0,2213
71.55,1631547833.0,2213
71.43,1631547834.0,2213
71.3,1631547835.0,2213
71.13,1631547836.0,2213
70.95,1631547837.0,2213
70.77,1631547838.0,2213
70.58,1631547839.0,2213
70.42,1631547840.0,2213
70.25,1631547841.0,2213
70.08,1631547842.0,2213
69.92,1631547843.0,2213
69.73,1631547844.0,2213
69.57,1631547845.0,2213
69.42,1631547846.0,2213
69.28,1631547847.0,2213
69.17,1631547848.0,2213
69.07,1631547849.0,2213
68.97,1631547850.0,2213
68.87,1631547851.0,2213
68.8,1631547852.0,2213
68.75,1631547853.0,2213
68.72,1631547854.0,2213
68.68,1631547855.0,2213
68.67,1631547856.0,2213
68.67,1631547857.0,2213
68.67,1631547858.0,2213
68.67,1631547859.0,2213
68.68,1631547860.0,2213
68.68,1631547861.0,2213
68.7,1631547862.0,2213
68.72,1631547863.0,2213
68.77,1631547864.0,2213
68.82,1631547865.0,2213
68.9,1631547866.0,2213
68.98,1631547867.0,2213
69.05,1631547868.0,2213
69.1,1631547869.0,2213
69.13,1631547870.0,2213
69.15,1631547871.0,2213
69.18,1631547872.0,2213
69.22,1631547873.0,2213
69.23,1631547874.0,2213
69.23,1631547875.0,2213
69.22,1631547876.0,2213
69.18,1631547877.0,2213
69.15,1631547878.0,2213
69.12,1631547879.0,2213
69.07,1631547880.0,2213
69.0,1631547881.0,2213
68.97,1631547882.0,2213
68.97,1631547883.0,2213
68.98,1631547884.0,2213
69.02,1631547885.0,2213
69.05,1631547886.0,2213
69.08,1631547887.0,2213
69.13,1631547888.0,2213
69.22,1631547889.0,2213
69.32,1631547890.0,2213
69.42,1631547891.0,2213
69.48,1631547892.0,2213
69.55,1631547893.0,2213
69.62,1631547894.0,2213
69.72,1631547895.0,2213
69.83,1631547896.0,2213
69.95,1631547897.0,2213
70.15,1631547898.0,2213
70.35,1631547899.0,2213
70.6,1631547900.0,2213
70.85,1631547901.0,2213
71.13,1631547902.0,2213
71.4,1631547903.0,2213
71.67,1631547904.0,2213
71.88,1631547905.0,2213
72.08,1631547906.0,2213
72.27,1631547907.0,2213
72.45,1631547908.0,2213
72.62,1631547909.0,2213
72.77,1631547910.0,2213
72.9,1631547911.0,2213
73.02,1631547912.0,2213
73.12,1631547913.0,2213
73.18,1631547914.0,2213
73.25,1631547915.0,2213
73.32,1631547916.0,2213
73.37,1631547917.0,2213
73.4,1631547918.0,2213
73.42,1631547919.0,2213
73.42,1631547920.0,2213
73.42,1631547921.0,2213
73.42,1631547922.0,2213
73.4,1631547923.0,2213
73.37,1631547924.0,2213
73.33,1631547925.0,2213
73.3,1631547926.0,2213
73.28,1631547927.0,2213
73.3,1631547928.0,2213
73.33,1631547929.0,2213
73.38,1631547930.0,2213
73.47,1631547931.0,2213
73.53,1631547932.0,2213
73.6,1631547933.0,2213
73.65,1631547934.0,2213
73.72,1631547935.0,2213
73.77,1631547936.0,2213
73.83,1631547937.0,2213
73.88,1631547938.0,2213
73.92,1631547939.0,2213
73.93,1631547940.0,2213
73.98,1631547941.0,2213
74.03,1631547942.0,2213
74.08,1631547943.0,2213
74.15,1631547944.0,2213
74.2,1631547945.0,2213
74.22,1631547946.0,2213
74.23,1631547947.0,2213
74.25,1631547948.0,2213
74.23,1631547949.0,2213
74.23,1631547950.0,2213
74.23,1631547951.0,2213
74.28,1631547952.0,2213
74.32,1631547953.0,2213
74.35,1631547954.0,2213
74.37,1631547955.0,2213
74.42,1631547956.0,2213
74.48,1631547957.0,2213
74.47,1631547958.0,2213
74.45,1631547959.0,2213
74.38,1631547960.0,2213
74.32,1631547961.0,2213
74.23,1631547962.0,2213
74.17,1631547963.0,2213
74.12,1631547964.0,2213
74.12,1631547965.0,2213
74.17,1631547966.0,2213
74.27,1631547967.0,2213
74.35,1631547968.0,2213
74.47,1631547969.0,2213
74.6,1631547970.0,2213
74.75,1631547971.0,2213
74.9,1631547972.0,2213
75.05,1631547973.0,2213
75.22,1631547974.0,2213
75.38,1631547975.0,2213
75.57,1631547976.0,2213
75.73,1631547977.0,2213
75.9,1631547978.0,2213
76.08,1631547979.0,2213
76.27,1631547980.0,2213
76.45,1631547981.0,2213
76.62,1631547982.0,2213
76.78,1631547983.0,2213
76.93,1631547984.0,2213
77.07,1631547985.0,2213
77.18,1631547986.0,2213
77.28,1631547987.0,2213
77.35,1631547988.0,2213
77.4,1631547989.0,2213
77.43,1631547990.0,2213
77.43,1631547991.0,2213
77.43,1631547992.0,2213
77.45,1631547993.0,2213
77.5,1631547994.0,2213
77.53,1631547995.0,2213
77.57,1631547996.0,2213
77.6,1631547997.0,2213
77.63,1631547998.0,2213
77.68,1631547999.0,2213
77.77,1631548000.0,2213
77.83,1631548001.0,2213
77.87,1631548002.0,2213
77.87,1631548003.0,2213
77.85,1631548004.0,2213
77.82,1631548005.0,2213
77.78,1631548006.0,2213
77.75,1631548007.0,2213
77.7,1631548008.0,2213
77.67,1631548009.0,2213
77.62,1631548010.0,2213
77.58,1631548011.0,2213
77.53,1631548012.0,2213
77.5,1631548013.0,2213
77.48,1631548014.0,2213
77.47,1631548015.0,2213
77.43,1631548016.0,2213
77.4,1631548017.0,2213
77.37,1631548018.0,2213
77.33,1631548019.0,2213
77.28,1631548020.0,2213
77.23,1631548021.0,2213
77.17,1631548022.0,2213
77.1,1631548023.0,2213
77.03,1631548024.0,2213
76.93,1631548025.0,2213
76.8,1631548026.0,2213
76.65,1631548027.0,2213
76.5,1631548028.0,2213
76.33,1631548029.0,2213
76.18,1631548030.0,2213
76.03,1631548031.0,2213
75.88,1631548032.0,2213
75.75,1631548033.0,2213
75.62,1631548034.0,2213
75.5,1631548035.0,2213
75.37,1631548036.0,2213
75.28,1631548037.0,2213
75.2,1631548038.0,2213
75.12,1631548039.0,2213
75.05,1631548040.0,2213
74.98,1631548041.0,2213
74.9,1631548042.0,2213
74.82,1631548043.0,2213
74.73,1631548044.0,2213
74.65,1631548045.0,2213
74.57,1631548046.0,2213
74.48,1631548047.0,2213
74.38,1631548048.0,2213
74.32,1631548049.0,2213
74.25,1631548050.0,2213
74.2,1631548051.0,2213
74.17,1631548052.0,2213
74.12,1631548053.0,2213
74.07,1631548054.0,2213
74.05,1631548055.0,2213
74.03,1631548056.0,2213
74.0,1631548057.0,2213
73.95,1631548058.0,2213
73.85,1631548059.0,2213
73.77,1631548060.0,2213
73.7,1631548061.0,2213
73.62,1631548062.0,2213
73.53,1631548063.0,2213
73.43,1631548064.0,2213
73.33,1631548065.0,2213
73.23,1631548066.0,2213
73.13,1631548067.0,2213
73.03,1631548068.0,2213
72.92,1631548069.0,2213
72.82,1631548070.0,2213
72.7,1631548071.0,2213
72.58,1631548072.0,2213
72.47,1631548073.0,2213
72.35,1631548074.0,2213
72.23,1631548075.0,2213
72.12,1631548076.0,2213
72.02,1631548077.0,2213
71.93,1631548078.0,2213
71.85,1631548079.0,2213
71.77,1631548080.0,2213
71.68,1631548081.0,2213
71.6,1631548082.0,2213
71.52,1631548083.0,2213
71.43,1631548084.0,2213
71.37,1631548085.0,2213
71.3,1631548086.0,2213
71.2,1631548087.0,2213
71.08,1631548088.0,2213
70.97,1631548089.0,2213
70.82,1631548090.0,2213
70.65,1631548091.0,2213
70.48,1631548092.0,2213
70.28,1631548093.0,2213
70.1,1631548094.0,2213
69.9,1631548095.0,2213
69.7,1631548096.0,2213
69.47,1631548097.0,2213
69.23,1631548098.0,2213
69.02,1631548099.0,2213
68.8,1631548100.0,2213
68.6,1631548101.0,2213
68.45,1631548102.0,2213
68.28,1631548103.0,2213
68.15,1631548104.0,2213
68.02,1631548105.0,2213
67.9,1631548106.0,2213
67.78,1631548107.0,2213
67.68,1631548108.0,2213
67.57,1631548109.0,2213
67.45,1631548110.0,2213
67.33,1631548111.0,2213
67.23,1631548112.0,2213
67.17,1631548113.0,2213
67.1,1631548114.0,2213
67.02,1631548115.0,2213
66.95,1631548116.0,2213
66.93,1631548117.0,2213
66.95,1631548118.0,2213
67.0,1631548119.0,2213
67.02,1631548120.0,2213
67.02,1631548121.0,2213
67.03,1631548122.0,2213
67.07,1631548123.0,2213
67.12,1631548124.0,2213
67.17,1631548125.0,2213
67.2,1631548126.0,2213
67.23,1631548127.0,2213
67.25,1631548128.0,2213
67.28,1631548129.0,2213
67.3,1631548130.0,2213
67.33,1631548131.0,2213
67.37,1631548132.0,2213
67.4,1631548133.0,2213
67.43,1631548134.0,2213
67.47,1631548135.0,2213
67.5,1631548136.0,2213
67.52,1631548137.0,2213
67.5,1631548138.0,2213
67.48,1631548139.0,2213
67.48,1631548140.0,2213
67.48,1631548141.0,2213
67.48,1631548142.0,2213
67.48,1631548143.0,2213
67.5,1631548144.0,2213
67.52,1631548145.0,2213
67.52,1631548146.0,2213
67.55,1631548147.0,2213
67.58,1631548148.0,2213
67.63,1631548149.0,2213
67.72,1631548150.0,2213
67.82,1631548151.0,2213
67.95,1631548152.0,2213
68.12,1631548153.0,2213
68.28,1631548154.0,2213
68.47,1631548155.0,2213
68.63,1631548156.0,2213
68.82,1631548157.0,2213
69.02,1631548158.0,2213
69.2,1631548159.0,2213
69.4,1631548160.0,2213
69.53,1631548161.0,2213
69.63,1631548162.0,2213
69.75,1631548163.0,2213
69.83,1631548164.0,2213
69.93,1631548165.0,2213
69.9,1631548166.0,2213
70.08,1631548167.0,2213
70.22,1631548168.0,2213
70.33,1631548169.0,2213
70.43,1631548170.0,2213
70.5,1631548171.0,2213
70.55,1631548172.0,2213
70.57,1631548173.0,2213
70.55,1631548174.0,2213
70.53,1631548175.0,2213
70.52,1631548176.0,2213
70.47,1631548177.0,2213
70.42,1631548178.0,2213
70.38,1631548179.0,2213
70.35,1631548180.0,2213
70.33,1631548181.0,2213
70.33,1631548182.0,2213
70.32,1631548183.0,2213
70.28,1631548184.0,2213
70.27,1631548185.0,2213
70.25,1631548186.0,2213
70.23,1631548187.0,2213
70.22,1631548188.0,2213
70.18,1631548189.0,2213
70.13,1631548190.0,2213
70.08,1631548191.0,2213
70.03,1631548192.0,2213
69.98,1631548193.0,2213
69.95,1631548194.0,2213
69.9,1631548195.0,2213
69.9,1631548196.0,2213
69.9,1631548197.0,2213
69.93,1631548198.0,2213
70.0,1631548199.0,2213
70.08,1631548200.0,2213
70.18,1631548201.0,2213
70.28,1631548202.0,2213
70.38,1631548203.0,2213
70.43,1631548204.0,2213
70.48,1631548205.0,2213
70.55,1631548206.0,2213
70.6,1631548207.0,2213
70.65,1631548208.0,2213
70.68,1631548209.0,2213
70.68,1631548210.0,2213
70.67,1631548211.0,2213
70.62,1631548212.0,2213
70.57,1631548213.0,2213
70.52,1631548214.0,2213
70.45,1631548215.0,2213
70.4,1631548216.0,2213
70.33,1631548217.0,2213
70.25,1631548218.0,2213
70.15,1631548219.0,2213
70.02,1631548220.0,2213
69.93,1631548221.0,2213
69.85,1631548222.0,2213
69.75,1631548223.0,2213
69.65,1631548224.0,2213
69.52,1631548225.0,2213
69.5,1631548226.0,2213
