dtIBI,IBI,timeUnix,SUBJ_ID
165.890625,1.25,1612524364.890625,103
167.09375,1.203125,1612524366.09375,103
175.71875,1.21875,1612524374.71875,103
176.96875,1.25,1612524375.96875,103
178.265625,1.296875,1612524377.265625,103
179.546875,1.28125,1612524378.546875,103
180.8125,1.265625,1612524379.8125,103
182.109375,1.296875,1612524381.109375,103
183.34375,1.234375,1612524382.34375,103
184.59375,1.25,1612524383.59375,103
185.890625,1.296875,1612524384.890625,103
187.125,1.234375,1612524386.125,103
188.390625,1.265625,1612524387.390625,103
189.703125,1.3125,1612524388.703125,103
190.890625,1.1875,1612524389.890625,103
192.125,1.234375,1612524391.125,103
193.40625,1.28125,1612524392.40625,103
194.609375,1.203125,1612524393.609375,103
195.875,1.265625,1612524394.875,103
197.1875,1.3125,1612524396.1875,103
198.390625,1.203125,1612524397.390625,103
199.640625,1.25,1612524398.640625,103
200.875,1.234375,1612524399.875,103
202.15625,1.28125,1612524401.15625,103
203.40625,1.25,1612524402.40625,103
204.40625,1.0,1612524403.40625,103
205.5625,1.15625,1612524404.5625,103
206.75,1.1875,1612524405.75,103
207.9375,1.1875,1612524406.9375,103
209.125,1.1875,1612524408.125,103
210.1875,1.0625,1612524409.1875,103
275.046875,1.078125,1612524474.046875,103
276.078125,1.03125,1612524475.078125,103
277.140625,1.0625,1612524476.140625,103
278.3125,1.171875,1612524477.3125,103
279.546875,1.234375,1612524478.546875,103
297.328125,1.09375,1612524496.328125,103
298.359375,1.03125,1612524497.359375,103
299.328125,0.96875,1612524498.328125,103
12.765625,0.71875,1614340007.765625,104
13.515625,0.75,1614340008.515625,104
14.296875,0.78125,1614340009.296875,104
15.078125,0.78125,1614340010.078125,104
15.859375,0.78125,1614340010.859375,104
16.625,0.765625,1614340011.625,104
17.375,0.75,1614340012.375,104
18.09375,0.71875,1614340013.09375,104
18.765625,0.671875,1614340013.765625,104
19.4375,0.671875,1614340014.4375,104
20.125,0.6875,1614340015.125,104
20.84375,0.71875,1614340015.84375,104
21.640625,0.796875,1614340016.640625,104
22.453125,0.8125,1614340017.453125,104
23.28125,0.828125,1614340018.28125,104
24.0625,0.78125,1614340019.0625,104
24.78125,0.71875,1614340019.78125,104
25.484375,0.703125,1614340020.484375,104
26.203125,0.71875,1614340021.203125,104
26.96875,0.765625,1614340021.96875,104
27.71875,0.75,1614340022.71875,104
28.484375,0.765625,1614340023.484375,104
29.234375,0.75,1614340024.234375,104
29.890625,0.65625,1614340024.890625,104
30.5625,0.671875,1614340025.5625,104
31.234375,0.671875,1614340026.234375,104
31.90625,0.671875,1614340026.90625,104
32.640625,0.734375,1614340027.640625,104
40.796875,0.75,1614340035.796875,104
41.546875,0.75,1614340036.546875,104
42.265625,0.71875,1614340037.265625,104
45.671875,0.71875,1614340040.671875,104
46.359375,0.6875,1614340041.359375,104
47.03125,0.671875,1614340042.03125,104
47.671875,0.640625,1614340042.671875,104
48.3125,0.640625,1614340043.3125,104
48.96875,0.65625,1614340043.96875,104
49.625,0.65625,1614340044.625,104
50.265625,0.640625,1614340045.265625,104
50.9375,0.671875,1614340045.9375,104
51.65625,0.71875,1614340046.65625,104
52.40625,0.75,1614340047.40625,104
53.140625,0.734375,1614340048.140625,104
53.828125,0.6875,1614340048.828125,104
54.515625,0.6875,1614340049.515625,104
55.203125,0.6875,1614340050.203125,104
55.875,0.671875,1614340050.875,104
56.5625,0.6875,1614340051.5625,104
57.296875,0.734375,1614340052.296875,104
58.0625,0.765625,1614340053.0625,104
58.84375,0.78125,1614340053.84375,104
59.578125,0.734375,1614340054.578125,104
60.265625,0.6875,1614340055.265625,104
60.9375,0.671875,1614340055.9375,104
61.609375,0.671875,1614340056.609375,104
62.296875,0.6875,1614340057.296875,104
63.015625,0.71875,1614340058.015625,104
63.765625,0.75,1614340058.765625,104
64.5,0.734375,1614340059.5,104
65.21875,0.71875,1614340060.21875,104
65.921875,0.703125,1614340060.921875,104
66.625,0.703125,1614340061.625,104
67.359375,0.734375,1614340062.359375,104
68.109375,0.75,1614340063.109375,104
68.875,0.765625,1614340063.875,104
69.640625,0.765625,1614340064.640625,104
70.375,0.734375,1614340065.375,104
71.09375,0.71875,1614340066.09375,104
71.828125,0.734375,1614340066.828125,104
75.328125,0.703125,1614340070.328125,104
76.0625,0.734375,1614340071.0625,104
76.765625,0.703125,1614340071.765625,104
77.4375,0.671875,1614340072.4375,104
78.109375,0.671875,1614340073.109375,104
78.78125,0.671875,1614340073.78125,104
79.46875,0.6875,1614340074.46875,104
80.15625,0.6875,1614340075.15625,104
80.84375,0.6875,1614340075.84375,104
81.546875,0.703125,1614340076.546875,104
82.234375,0.6875,1614340077.234375,104
82.953125,0.71875,1614340077.953125,104
83.71875,0.765625,1614340078.71875,104
84.515625,0.796875,1614340079.515625,104
85.3125,0.796875,1614340080.3125,104
86.125,0.8125,1614340081.125,104
86.9375,0.8125,1614340081.9375,104
87.703125,0.765625,1614340082.703125,104
92.078125,0.78125,1614340087.078125,104
92.859375,0.78125,1614340087.859375,104
93.640625,0.78125,1614340088.640625,104
94.4375,0.796875,1614340089.4375,104
95.234375,0.796875,1614340090.234375,104
96.0,0.765625,1614340091.0,104
96.78125,0.78125,1614340091.78125,104
97.546875,0.765625,1614340092.546875,104
98.34375,0.796875,1614340093.34375,104
99.15625,0.8125,1614340094.15625,104
99.96875,0.8125,1614340094.96875,104
100.78125,0.8125,1614340095.78125,104
101.5625,0.78125,1614340096.5625,104
102.265625,0.703125,1614340097.265625,104
102.953125,0.6875,1614340097.953125,104
103.65625,0.703125,1614340098.65625,104
104.421875,0.765625,1614340099.421875,104
105.21875,0.796875,1614340100.21875,104
106.0,0.78125,1614340101.0,104
106.734375,0.734375,1614340101.734375,104
107.46875,0.734375,1614340102.46875,104
108.21875,0.75,1614340103.21875,104
109.015625,0.796875,1614340104.015625,104
109.796875,0.78125,1614340104.796875,104
110.5625,0.765625,1614340105.5625,104
111.3125,0.75,1614340106.3125,104
112.0625,0.75,1614340107.0625,104
112.84375,0.78125,1614340107.84375,104
113.609375,0.765625,1614340108.609375,104
114.359375,0.75,1614340109.359375,104
115.046875,0.6875,1614340110.046875,104
115.78125,0.734375,1614340110.78125,104
116.5,0.71875,1614340111.5,104
117.28125,0.78125,1614340112.28125,104
118.046875,0.765625,1614340113.046875,104
118.796875,0.75,1614340113.796875,104
119.5625,0.765625,1614340114.5625,104
120.328125,0.765625,1614340115.328125,104
121.109375,0.78125,1614340116.109375,104
121.875,0.765625,1614340116.875,104
122.609375,0.734375,1614340117.609375,104
123.34375,0.734375,1614340118.34375,104
124.078125,0.734375,1614340119.078125,104
124.8125,0.734375,1614340119.8125,104
125.515625,0.703125,1614340120.515625,104
126.234375,0.71875,1614340121.234375,104
126.96875,0.734375,1614340121.96875,104
127.71875,0.75,1614340122.71875,104
128.484375,0.765625,1614340123.484375,104
129.203125,0.71875,1614340124.203125,104
129.921875,0.71875,1614340124.921875,104
130.640625,0.71875,1614340125.640625,104
131.375,0.734375,1614340126.375,104
132.109375,0.734375,1614340127.109375,104
132.84375,0.734375,1614340127.84375,104
133.546875,0.703125,1614340128.546875,104
134.234375,0.6875,1614340129.234375,104
134.9375,0.703125,1614340129.9375,104
135.65625,0.71875,1614340130.65625,104
136.40625,0.75,1614340131.40625,104
137.15625,0.75,1614340132.15625,104
137.890625,0.734375,1614340132.890625,104
138.609375,0.71875,1614340133.609375,104
139.34375,0.734375,1614340134.34375,104
140.09375,0.75,1614340135.09375,104
140.84375,0.75,1614340135.84375,104
141.5625,0.71875,1614340136.5625,104
142.25,0.6875,1614340137.25,104
142.953125,0.703125,1614340137.953125,104
143.6875,0.734375,1614340138.6875,104
144.453125,0.765625,1614340139.453125,104
145.265625,0.8125,1614340140.265625,104
146.09375,0.828125,1614340141.09375,104
146.890625,0.796875,1614340141.890625,104
147.640625,0.75,1614340142.640625,104
148.40625,0.765625,1614340143.40625,104
149.171875,0.765625,1614340144.171875,104
149.953125,0.78125,1614340144.953125,104
150.765625,0.8125,1614340145.765625,104
151.546875,0.78125,1614340146.546875,104
152.3125,0.765625,1614340147.3125,104
153.109375,0.796875,1614340148.109375,104
153.90625,0.796875,1614340148.90625,104
154.703125,0.796875,1614340149.703125,104
155.484375,0.78125,1614340150.484375,104
156.234375,0.75,1614340151.234375,104
156.984375,0.75,1614340151.984375,104
157.75,0.765625,1614340152.75,104
158.515625,0.765625,1614340153.515625,104
159.296875,0.78125,1614340154.296875,104
160.046875,0.75,1614340155.046875,104
160.796875,0.75,1614340155.796875,104
161.546875,0.75,1614340156.546875,104
162.328125,0.78125,1614340157.328125,104
163.109375,0.78125,1614340158.109375,104
163.890625,0.78125,1614340158.890625,104
164.6875,0.796875,1614340159.6875,104
165.453125,0.765625,1614340160.453125,104
166.21875,0.765625,1614340161.21875,104
166.9375,0.71875,1614340161.9375,104
167.640625,0.703125,1614340162.640625,104
168.34375,0.703125,1614340163.34375,104
169.0625,0.71875,1614340164.0625,104
169.859375,0.796875,1614340164.859375,104
170.65625,0.796875,1614340165.65625,104
171.40625,0.75,1614340166.40625,104
172.171875,0.765625,1614340167.171875,104
172.96875,0.796875,1614340167.96875,104
173.78125,0.8125,1614340168.78125,104
174.5625,0.78125,1614340169.5625,104
175.296875,0.734375,1614340170.296875,104
176.015625,0.71875,1614340171.015625,104
176.71875,0.703125,1614340171.71875,104
177.4375,0.71875,1614340172.4375,104
178.171875,0.734375,1614340173.171875,104
178.953125,0.78125,1614340173.953125,104
179.71875,0.765625,1614340174.71875,104
180.4375,0.71875,1614340175.4375,104
181.109375,0.671875,1614340176.109375,104
181.8125,0.703125,1614340176.8125,104
182.515625,0.703125,1614340177.515625,104
183.25,0.734375,1614340178.25,104
184.03125,0.78125,1614340179.03125,104
184.796875,0.765625,1614340179.796875,104
185.546875,0.75,1614340180.546875,104
186.265625,0.71875,1614340181.265625,104
186.96875,0.703125,1614340181.96875,104
187.65625,0.6875,1614340182.65625,104
188.375,0.71875,1614340183.375,104
189.109375,0.734375,1614340184.109375,104
189.875,0.765625,1614340184.875,104
190.625,0.75,1614340185.625,104
191.359375,0.734375,1614340186.359375,104
192.09375,0.734375,1614340187.09375,104
192.84375,0.75,1614340187.84375,104
193.59375,0.75,1614340188.59375,104
194.34375,0.75,1614340189.34375,104
195.09375,0.75,1614340190.09375,104
195.796875,0.703125,1614340190.796875,104
196.5,0.703125,1614340191.5,104
197.21875,0.71875,1614340192.21875,104
197.96875,0.75,1614340192.96875,104
198.71875,0.75,1614340193.71875,104
199.4375,0.71875,1614340194.4375,104
200.15625,0.71875,1614340195.15625,104
200.90625,0.75,1614340195.90625,104
201.6875,0.78125,1614340196.6875,104
202.453125,0.765625,1614340197.453125,104
203.171875,0.71875,1614340198.171875,104
203.90625,0.734375,1614340198.90625,104
204.640625,0.734375,1614340199.640625,104
205.40625,0.765625,1614340200.40625,104
206.1875,0.78125,1614340201.1875,104
206.984375,0.796875,1614340201.984375,104
207.765625,0.78125,1614340202.765625,104
208.546875,0.78125,1614340203.546875,104
209.3125,0.765625,1614340204.3125,104
210.09375,0.78125,1614340205.09375,104
210.875,0.78125,1614340205.875,104
211.609375,0.734375,1614340206.609375,104
212.3125,0.703125,1614340207.3125,104
213.0,0.6875,1614340208.0,104
213.71875,0.71875,1614340208.71875,104
214.453125,0.734375,1614340209.453125,104
215.234375,0.78125,1614340210.234375,104
216.03125,0.796875,1614340211.03125,104
216.8125,0.78125,1614340211.8125,104
217.609375,0.796875,1614340212.609375,104
218.421875,0.8125,1614340213.421875,104
219.234375,0.8125,1614340214.234375,104
220.015625,0.78125,1614340215.015625,104
220.75,0.734375,1614340215.75,104
221.46875,0.71875,1614340216.46875,104
222.15625,0.6875,1614340217.15625,104
222.875,0.71875,1614340217.875,104
223.5625,0.6875,1614340218.5625,104
224.21875,0.65625,1614340219.21875,104
224.875,0.65625,1614340219.875,104
225.515625,0.640625,1614340220.515625,104
226.1875,0.671875,1614340221.1875,104
226.890625,0.703125,1614340221.890625,104
227.625,0.734375,1614340222.625,104
228.375,0.75,1614340223.375,104
229.0625,0.6875,1614340224.0625,104
229.796875,0.734375,1614340224.796875,104
230.515625,0.71875,1614340225.515625,104
231.25,0.734375,1614340226.25,104
231.984375,0.734375,1614340226.984375,104
232.703125,0.71875,1614340227.703125,104
233.40625,0.703125,1614340228.40625,104
234.109375,0.703125,1614340229.109375,104
234.84375,0.734375,1614340229.84375,104
235.609375,0.765625,1614340230.609375,104
236.390625,0.78125,1614340231.390625,104
237.140625,0.75,1614340232.140625,104
237.890625,0.75,1614340232.890625,104
238.640625,0.75,1614340233.640625,104
239.390625,0.75,1614340234.390625,104
240.140625,0.75,1614340235.140625,104
240.859375,0.71875,1614340235.859375,104
241.59375,0.734375,1614340236.59375,104
242.328125,0.734375,1614340237.328125,104
