timeUnix,SUBJ_ID
1631525020.72,2211
1631525048.62,2211
1631525094.02,2211
1631539605.8,2212
1631540158.64,2212
1631540224.14,2212
1631540250.52,2212
1631540296.16,2212
1631540324.78,2212
1631540349.75,2212
1631540384.14,2212
1631540414.69,2212
1631547876.88,2213
1631548372.91,2213
1631548403.11,2213
1631548430.89,2213
1631548496.41,2213
1631548521.42,2213
1631548546.58,2213
1631548570.3,2213
1631548615.69,2213
1631624736.91,2214
1631625228.2,2214
1631625293.64,2214
1631625321.66,2214
1631625351.92,2214
1631625374.33,2214
1631625399.91,2214
1631625421.88,2214
1631625467.2,2214
1631879237.83,2215
1631879716.55,2215
1631879781.98,2215
1631879813.88,2215
1631879859.31,2215
1631879882.09,2215
1631879907.25,2215
1631879928.27,2215
1631879958.67,2215
1631871902.38,2216
1631872387.83,2216
1631872413.22,2216
1631872439.72,2216
1631872505.16,2216
1631872542.58,2216
1631872573.09,2216
1631872607.78,2216
1631872653.41,2216
1632129489.94,2217
1632129965.5,2217
1632130078.38,2217
1632130102.48,2217
1632130147.84,2217
1632130197.27,2217
1632130222.77,2217
1632130247.91,2217
1632130278.36,2217
1632130307.25,2217
1632130372.69,2217
1632141606.17,2218
1632142043.3,2218
1632142073.83,2218
1632142096.75,2218
1632142122.12,2218
1632142147.92,2218
1632142193.31,2218
1632142221.03,2218
1632142286.41,2218
1632149293.08,2219
1632149836.17,2219
1632149866.69,2219
1632149959.34,2219
1632149984.67,2219
1632150035.7,2219
1632150081.09,2219
1632150119.14,2219
1632150184.5,2219
1618217464.36,221
1632754555.95,2220
1632755033.06,2220
1632755063.39,2220
1632755085.7,2220
1632755131.14,2220
1632755155.77,2220
1632755221.05,2220
1632755268.59,2220
1632755293.8,2220
1633427281.66,2221
1633427783.27,2221
1633427828.67,2221
1633427855.17,2221
1633427920.59,2221
1633427945.53,2221
1633427971.02,2221
1633427994.97,2221
1633428025.14,2221
1633601868.75,2222
1633602334.69,2222
1633602399.95,2222
1633602426.45,2222
1633602456.73,2222
1633602479.36,2222
1633602504.77,2222
1633602545.88,2222
1633602591.31,2222
1633608578.86,2223
1633609253.27,2223
1633609298.56,2223
1633609344.45,2223
1633609409.84,2223
1633609471.38,2223
1633609501.75,2223
1633609530.84,2223
1633609556.03,2223
1633624028.34,2224
1633624490.86,2224
1633624556.22,2224
1633624585.19,2224
1633624630.59,2224
1633624656.83,2224
1633624681.78,2224
1633624705.14,2224
1633624735.55,2224
1633686341.69,2225
1633686823.42,2225
1633686868.69,2225
1633686930.69,2225
1633686956.14,2225
1633686983.53,2225
1633687048.44,2225
1633687091.27,2225
1633687121.53,2225
1634033545.33,2226
1634034079.06,2226
1634034109.5,2226
1634034144.73,2226
1634034210.05,2226
1634034285.44,2226
1634034330.69,2226
1634034371.06,2226
1634034396.67,2226
1634052430.56,2227
1634052924.03,2227
1634052949.27,2227
1634052976.62,2227
1634053022.12,2227
1634053050.89,2227
1634053081.2,2227
1634053113.17,2227
1634053178.22,2227
1634228919.92,2228
1634229489.47,2228
1634229514.61,2228
1634229540.02,2228
1634229604.98,2228
1634229626.94,2228
1634229657.31,2228
1634229679.88,2228
1634229724.77,2228
1635241526.86,2229
1635241998.69,2229
1635242063.95,2229
1635242090.3,2229
1635242115.53,2229
1635242134.8,2229
1635242164.94,2229
1635242191.14,2229
1635242236.36,2229
1618573139.77,222
1634659083.27,2230
1634659585.12,2230
1634659616.2,2230
1634659638.69,2230
1634659703.98,2230
1634659727.06,2230
1634659772.14,2230
1634659794.06,2230
1634659819.27,2230
1634828159.59,2231
1634828644.83,2231
1634828670.28,2231
1634828711.05,2231
1634828776.31,2231
1634828807.41,2231
1634828852.48,2231
1634828875.39,2231
1634828905.56,2231
1635872653.83,2232
1635873110.3,2232
1635873175.7,2232
1635873200.31,2232
1635873230.44,2232
1635873252.81,2232
1635873298.25,2232
1635873320.56,2232
1635873345.81,2232
1636022150.64,2233
1636022627.22,2233
1636022652.3,2233
1636022686.59,2233
1636022716.78,2233
1636022748.58,2233
1636022813.84,2233
1636022835.8,2233
1636022881.06,2233
1636033068.5,2234
1636033612.53,2234
1636033637.8,2234
1636033658.81,2234
1636033704.03,2234
1636033735.02,2234
1636033800.03,2234
1636033823.53,2234
1636033853.62,2234
1637154738.19,2235
1637154859.06,2235
1637154906.09,2235
1637154935.59,2235
1637154961.09,2235
1637154988.86,2235
1637155054.42,2235
1637155080.62,2235
1637155111.52,2235
1637857394.05,2236
1637857897.09,2236
1637857942.59,2236
1637857968.05,2236
1637858033.47,2236
1637858054.0,2236
1637858084.19,2236
1637858112.88,2236
1637858138.27,2236
1618758844.28,223
1619184643.8,224
1619184655.03,224
1619184701.45,224
1619184713.59,224
1619184750.94,224
1619184760.88,224
1619184827.86,224
1620224857.22,225
1623051373.08,226
1622215174.81,227
1622482617.52,228
1622723324.97,229
1623072645.08,230
1624867316.22,231
1624867682.02,231
1624867707.67,231
1624867726.27,231
1624867764.45,231
1624867796.53,231
1624867862.7,231
1624867885.47,231
1624867931.78,231
1625219731.83,232
1625220090.66,232
1625220158.61,232
1625220175.33,232
1625220206.56,232
1625220218.67,232
1625220249.55,232
1625220261.06,232
1625220308.09,232
1627409300.62,234
1627409667.52,234
1627409733.55,234
1627409749.55,234
1627409777.77,234
1627409788.62,234
1627409834.81,234
1627409845.48,234
1627409876.81,234
1624625033.19,300
1625817676.92,301
1625818108.53,301
1625818157.89,301
1625818178.38,301
1625818211.08,301
1625818230.12,301
1625818256.64,301
1625818272.12,301
1625818337.77,301
1630920085.2,302
1630920449.44,302
1630920514.91,302
1630920538.19,302
1630920572.72,302
1630920587.31,302
1630920614.27,302
1630920626.67,302
1630920673.39,302
1632912834.78,303
1632913422.69,303
1632913454.19,303
1632913483.27,303
1632913527.8,303
1632913549.53,303
1632913574.16,303
1632913590.75,303
1632913655.7,303
1632730597.98,304
1632730968.48,304
1632731000.89,304
1632731014.89,304
1632731061.45,304
1632731086.62,304
1632731113.42,304
1632731127.12,304
1632731204.91,304
1634639390.0,305
1634639790.91,305
1634639837.23,305
1634639868.27,305
1634639893.83,305
1634639920.19,305
1634639985.91,305
1634640010.53,305
1634640041.81,305
1636365829.56,306
1636366221.92,306
1636366248.19,306
1636366262.61,306
1636366309.91,306
1636366325.48,306
1636366356.36,306
1636366371.58,306
1636366437.34,306
1645197968.14,308
1645198319.44,308
1645198344.81,308
1645198355.42,308
1645198386.53,308
1645198399.67,308
1645198446.31,308
1645198459.78,308
1645198525.38,308
1647613043.75,309
1647613491.97,309
1647613523.94,309
1647613538.0,309
1647613564.17,309
1647613577.12,309
1647613622.48,309
1647613637.09,309
1647613703.14,309
1650959880.31,310
1650960286.33,310
1650960312.92,310
1650960332.48,310
1650960364.95,310
1650960382.25,310
1650960449.81,310
1650960467.84,310
1650960515.19,310
1653913230.36,311
1653913691.03,311
1653913758.02,311
1653913776.19,311
1653913823.86,311
1653913840.91,311
1653913869.67,311
1653913889.56,311
1653913921.39,311
1648810203.02,3301
1648810308.22,3301
1648810339.52,3301
1648810357.69,3301
1648810403.28,3301
1648810428.09,3301
1648810493.3,3301
1648810512.22,3301
1648810537.52,3301
1648817075.92,3302
1648817177.77,3302
1648817223.5,3302
1648817239.33,3302
1648817304.89,3302
1648817320.56,3302
1648817351.2,3302
1648817367.45,3302
1648817393.2,3302
1648824136.06,3303
1648824221.38,3303
1648824287.48,3303
1648824310.44,3303
1648824336.78,3303
1648824353.84,3303
1648824399.45,3303
1648824413.91,3303
1648824444.52,3303
1649070369.06,3305
1649070464.33,3305
1649070495.31,3305
1649070509.03,3305
1649070555.08,3305
1649070567.7,3305
1649070593.7,3305
1649070606.47,3305
1649070672.33,3305
1649076992.27,3306
1649077062.7,3306
1649077108.56,3306
1649077125.75,3306
1649077191.0,3306
1649077205.62,3306
1649077236.62,3306
1649077249.03,3306
1649077274.8,3306
1649149559.8,3307
1649149629.5,3307
1649149694.84,3307
1649149710.67,3307
1649149755.89,3307
1649149768.48,3307
1649149793.66,3307
1649149805.02,3307
1649149834.97,3307
1649156189.97,3308
1649156278.61,3308
1649156308.84,3308
1649156326.02,3308
1649156371.8,3308
1649156389.02,3308
1649156414.47,3308
1649156431.44,3308
1649156496.88,3308
1649251017.36,3309
1649251111.17,3309
1649251142.03,3309
1649251159.5,3309
1649251184.86,3309
1649251206.67,3309
1649251271.89,3309
1649251284.61,3309
1649251329.77,3309
1649433045.31,3311
1649433079.69,3311
1649433109.73,3311
1649433151.78,3311
1649433177.12,3311
1649433192.39,3311
1649433257.83,3311
1649433271.53,3311
1649433316.97,3311
1649668178.14,3312
1649668311.66,3312
1649668337.17,3312
1649668357.73,3312
1649668388.53,3312
1649668406.62,3312
1649668452.45,3312
1649668465.83,3312
1649668531.72,3312
1649695200.05,3313
1649695303.83,3313
1649695334.5,3313
1649695360.41,3313
1649695426.06,3313
1649695446.67,3313
1649695492.12,3313
1649695509.0,3313
1649695534.44,3313
1649755019.66,3314
1649755112.11,3314
1649755142.61,3314
1649755157.95,3314
1649755183.69,3314
1649755202.14,3314
1649755267.75,3314
1649755283.97,3314
1649755329.27,3314
1649760985.7,3315
1649761056.97,3315
1649761087.33,3315
1649761103.53,3315
1649761168.95,3315
1649761203.0,3315
1649761248.27,3315
1649761262.48,3315
1649761287.72,3315
1649768009.2,3316
1649768073.17,3316
1649768118.62,3316
1649768135.97,3316
1649768166.2,3316
1649768180.14,3316
1649768205.52,3316
1649768220.88,3316
1649768286.3,3316
1649840981.58,3317
1649841053.31,3317
1649841083.72,3317
1649841099.67,3317
1649841125.19,3317
1649841138.19,3317
1649841203.47,3317
1649841219.78,3317
1649841265.23,3317
1649847777.44,3318
1649847854.22,3318
1649847899.92,3318
1649847922.48,3318
1649847952.47,3318
1649847972.12,3318
1649848037.67,3318
1649848074.91,3318
1649848105.17,3318
1649862545.25,3319
1649862646.84,3319
1649862677.03,3319
1649862697.27,3319
1649862742.52,3319
1649862759.33,3319
1649862824.8,3319
1649862839.03,3319
1649862864.56,3319
1649871460.05,3320
1649871526.11,3320
1649871591.58,3320
1649871606.66,3320
1649871637.03,3320
1649871654.69,3320
1649871680.31,3320
1649871697.08,3320
1649871742.38,3320
1636469901.62,401
1636470433.2,401
1636470459.2,401
1636470510.75,401
1636470556.62,401
1636470600.44,401
1636470692.72,401
1636470720.56,401
1636470786.62,401
1636642231.28,402
1636642243.34,402
1636642306.44,402
1636642666.3,402
1636642691.66,402
1636642732.36,402
1636642797.78,402
1636642827.94,402
1636642873.47,402
1636982349.3,403
1636982775.2,403
1636982804.77,403
1636982848.28,403
1636982894.91,403
1636982969.38,403
1636983036.48,403
1637161487.67,404
1637162099.92,404
1637162125.28,404
1637162180.78,404
1637162227.48,404
1637162280.97,404
1637162347.14,404
1637766705.66,405
1637767147.69,405
1637767195.34,405
1637767229.47,405
1637767298.08,405
1637767338.62,405
1637767365.03,405
1639059985.06,406
1639060418.38,406
1639060502.25,406
1639060530.47,406
1639060578.66,406
1639060645.33,406
1640186766.58,407
1640187209.58,407
1640187255.53,407
1640187302.42,407
1640187368.86,407
1640187425.81,407
1640187451.23,407
1643123572.55,408
1643123986.03,408
1643124031.69,408
1643124103.98,408
1643124169.98,408
1643124225.08,408
1643124252.2,408
1645629178.17,409
1645629215.8,409
1645629276.11,409
1645629637.56,409
1645629663.36,409
1645629706.27,409
1645629751.89,409
1645629812.55,409
1645629878.34,409
1645629892.73,409
1646404812.38,410
1646405223.55,410
1646405288.88,410
1646405322.78,410
1646405348.7,410
1646405374.14,410
1646405419.2,410
1647356963.53,411
1647357420.2,411
1647357465.8,411
1647357520.5,411
1647357586.81,411
1647357627.89,411
1647357654.09,411
1649167680.3,412
1649168148.06,412
1649168213.84,412
1649168257.44,412
1649168283.23,412
1649168327.22,412
1649168372.75,412
1649426641.19,413
1649427189.77,413
1649427196.0,413
1649427205.78,413
1649427251.36,413
1649427304.08,413
1649427329.83,413
1649427380.05,413
1649427445.69,413
1649494510.97,414
1649494949.61,414
1649494995.05,414
1649495059.59,414
1649495085.7,414
1649495129.83,414
1649495195.66,414
1649495329.12,414
1649495329.72,414
1649510107.58,415
1649510525.64,415
1649510553.5,415
1649510598.55,415
1649510644.56,415
1649510685.8,415
1649510753.64,415
1649577372.11,416
1649577850.89,416
1649577896.39,416
1649577941.59,416
1649577967.31,416
1649578003.98,416
1649578069.72,416
1649578196.61,416
1649585030.2,417
1649585478.83,417
1649585544.3,417
1649585609.78,417
1649585655.59,417
1649585721.05,417
1649585747.7,417
1649585765.22,417
1649773682.25,418
1649774079.38,418
1649774144.67,418
1649774175.31,418
1649774201.53,418
1649774246.08,418
1649774290.77,418
1650377009.59,419
1650377440.23,419
1650377506.27,419
1650377581.83,419
1650377607.02,419
1650377663.52,419
1650377708.78,419
1632492056.45,501
1632492481.19,501
1632492526.66,501
1632492556.27,501
1632492582.23,501
1632492606.48,501
1632492671.38,501
1632842681.55,502
1632842982.05,502
1632843446.97,502
1632843512.39,502
1632843541.94,502
1632843566.75,502
1632843596.78,502
1632843642.06,502
1634307060.55,503
1634307559.55,503
1634307624.78,503
1634307655.22,503
1634307679.56,503
1634307709.73,503
1634307755.2,503
1642522881.05,505
1642523323.88,505
1642523367.84,505
1642523416.69,505
1642523442.52,505
1642523503.48,505
1642523569.72,505
1650459914.14,506
1650460299.39,506
1650460324.0,506
1650460378.95,506
1650460399.69,506
1650460439.53,506
1650460504.56,506
1650460529.5,506
1650460574.48,506
1651505561.83,507
1651505641.39,507
1651505707.7,507
1651505741.27,507
1651505786.98,507
1651505813.38,507
1651505840.34,507
1654787830.23,508
1654788288.02,508
1654788333.92,508
1654788399.53,508
1654788425.3,508
1654788474.09,508
1654788540.19,508
1635347060.09,601
1635347365.02,601
1635347950.59,601
1635347996.66,601
1635348075.0,601
1635348103.44,601
1635348145.75,601
1635348211.55,601
1635951256.59,602
1635951840.23,602
1635951905.59,602
1635951969.94,602
1635951995.83,602
1635952034.36,602
1635952079.97,602
1637937103.0,603
1637937690.61,603
1637937717.09,603
1637937755.73,603
1637937800.0,603
1637937859.14,603
1637937927.3,603
